filename,category,subcategory,name,state
playa_1.jpg,0,0,BAHIA DE LOS ANGELES,BAJA CALIFORNIA
playa_2.jpeg,0,0,BAHIA DE LOS ANGELES,BAJA CALIFORNIA
playa_3.jpeg,0,0,BAHIA DE LOS ANGELES,BAJA CALIFORNIA
playa_4.jpg,0,1,BAHIA DE SAL LUIS GONZAGA,BAJA CALIFORNIA
playa_5.jpg,0,1,BAHIA DE SAL LUIS GONZAGA,BAJA CALIFORNIA
playa_6.jpg,0,1,BAHIA DE SAL LUIS GONZAGA,BAJA CALIFORNIA
playa_7.jpg,0,2,ENSENADA,BAJA CALIFORNIA
playa_8.jpg,0,2,ENSENADA,BAJA CALIFORNIA
playa_9.jpg,0,2,ENSENADA,BAJA CALIFORNIA
playa_10.jpg,0,3,ISLAS CORONADO,BAJA CALIFORNIA
playa_11.jpg,0,3,ISLAS CORONADO,BAJA CALIFORNIA
playa_12.jpg,0,3,ISLAS CORONADO,BAJA CALIFORNIA
playa_13.jpg,0,4,LA BUFADORA,BAJA CALIFORNIA
playa_14.jpg,0,4,LA BUFADORA,BAJA CALIFORNIA
playa_15.jpg,0,4,LA BUFADORA,BAJA CALIFORNIA
playa_16.jpg,0,5,ROSARITO,BAJA CALIFORNIA
playa_17.jpg,0,5,ROSARITO,BAJA CALIFORNIA
playa_18.jpg,0,5,ROSARITO,BAJA CALIFORNIA
playa_19.jpg,0,6,SAN FELIPE,BAJA CALIFORNIA
playa_20.jpg,0,6,SAN FELIPE,BAJA CALIFORNIA
playa_21.jpg,0,6,SAN FELIPE,BAJA CALIFORNIA
playa_22.jpg,0,7,BAHIA CONCEPCION,BAJA CALIFORNIA SUR
playa_23.jpg,0,7,BAHIA CONCEPCION,BAJA CALIFORNIA SUR
playa_24.jpg,0,7,BAHIA CONCEPCION,BAJA CALIFORNIA SUR
playa_25.jpg,0,8,BAHIA DE LAS PALMAS,BAJA CALIFORNIA SUR
playa_26.jpg,0,8,BAHIA DE LAS PALMAS,BAJA CALIFORNIA SUR
playa_27.jpg,0,8,BAHIA DE LAS PALMAS,BAJA CALIFORNIA SUR
playa_28.jpg,0,9,BAHIA DE LOS MUERTOS,BAJA CALIFORNIA SUR
playa_29.png,0,9,BAHIA DE LOS MUERTOS,BAJA CALIFORNIA SUR
playa_30.png,0,9,BAHIA DE LOS MUERTOS,BAJA CALIFORNIA SUR
playa_31.jpg,0,10,BAHIA MAGDALENA,BAJA CALIFORNIA SUR
playa_32.jpg,0,10,BAHIA MAGDALENA,BAJA CALIFORNIA SUR
playa_33.jpg,0,10,BAHIA MAGDALENA,BAJA CALIFORNIA SUR
playa_34.jpg,0,11,BUENAVISTA,BAJA CALIFORNIA SUR
playa_35.jpg,0,11,BUENAVISTA,BAJA CALIFORNIA SUR
playa_36.jpg,0,11,BUENAVISTA,BAJA CALIFORNIA SUR
playa_37.jpg,0,12,CABO PULMO,BAJA CALIFORNIA SUR
playa_38.jpg,0,12,CABO PULMO,BAJA CALIFORNIA SUR
playa_39.jpg,0,12,CABO PULMO,BAJA CALIFORNIA SUR
playa_40.jpg,0,12,CABO PULMO,BAJA CALIFORNIA SUR
playa_41.jpg,0,12,CABO PULMO,BAJA CALIFORNIA SUR
playa_42.jpeg,0,13,CABO SAN LUCAS,BAJA CALIFORNIA SUR
playa_43.jpg,0,13,CABO SAN LUCAS,BAJA CALIFORNIA SUR
playa_44.jpg,0,13,CABO SAN LUCAS,BAJA CALIFORNIA SUR
playa_45.jpg,0,13,CALETA SAN LUCAS,BAJA CALIFORNIA SUR
playa_46.jpg,0,13,CALETA SAN LUCAS,BAJA CALIFORNIA SUR
playa_47.jpg,0,13,CALETA SAN LUCAS,BAJA CALIFORNIA SUR
playa_48.jpg,0,14,COSTA AZUL,BAJA CALIFORNIA SUR
playa_49.jpg,0,14,COSTA AZUL,BAJA CALIFORNIA SUR
playa_50.jpg,0,14,COSTA AZUL,BAJA CALIFORNIA SUR
playa_51.jpg,0,15,EL ARCO,BAJA CALIFORNIA SUR
playa_52.jpg,0,15,EL ARCO,BAJA CALIFORNIA SUR
playa_53.jpg,0,15,EL ARCO,BAJA CALIFORNIA SUR
playa_54.jpg,0,16,EL CHILENO,BAJA CALIFORNIA SUR
playa_55.jpg,0,16,EL CHILENO,BAJA CALIFORNIA SUR
playa_56.jpg,0,16,EL CHILENO,BAJA CALIFORNIA SUR
playa_57.jpg,0,17,EL MEDIANO,BAJA CALIFORNIA SUR
playa_58.jpg,0,17,EL MEDIANO,BAJA CALIFORNIA SUR
playa_59.jpg,0,17,EL MEDIANO,BAJA CALIFORNIA SUR
playa_60.jpg,0,18,EL TECOLOTE,BAJA CALIFORNIA SUR
playa_61.jpg,0,18,EL TECOLOTE,BAJA CALIFORNIA SUR
playa_62.jpg,0,18,EL TECOLOTE,BAJA CALIFORNIA SUR
playa_63.jpg,0,19,GUERRERO NEGRO,BAJA CALIFORNIA SUR
playa_64.jpg,0,19,GUERRERO NEGRO,BAJA CALIFORNIA SUR
playa_65.jpg,0,19,GUERRERO NEGRO,BAJA CALIFORNIA SUR
playa_66.jpg,0,20,ISLA DEL ESPIRITU SANTO,BAJA CALIFORNIA SUR
playa_67.jpg,0,20,ISLA DEL ESPIRITU SANTO,BAJA CALIFORNIA SUR
playa_68.jpg,0,20,ISLA DEL ESPIRITU SANTO,BAJA CALIFORNIA SUR
playa_69.jpg,0,21,JUNCALITO,BAJA CALIFORNIA SUR
playa_70.jpg,0,21,JUNCALITO,BAJA CALIFORNIA SUR
playa_71.jpg,0,21,JUNCALITO,BAJA CALIFORNIA SUR
playa_72.jpg,0,22,LA PAZ,BAJA CALIFORNIA SUR
playa_73.jpg,0,22,LA PAZ,BAJA CALIFORNIA SUR
playa_74.jpg,0,22,LA PAZ,BAJA CALIFORNIA SUR
playa_75.jpg,0,22,LA PAZ,BAJA CALIFORNIA SUR
playa_76.jpg,0,22,LA PAZ,BAJA CALIFORNIA SUR
playa_77.jpg,0,22,LA PAZ,BAJA CALIFORNIA SUR
playa_78.jpg,0,22,LA PAZ,BAJA CALIFORNIA SUR
playa_79.jpg,0,22,LA PAZ,BAJA CALIFORNIA SUR
playa_80.jpg,0,23,LA VENTANA,BAJA CALIFORNIA SUR
playa_81.jpg,0,23,LA VENTANA,BAJA CALIFORNIA SUR
playa_82.jpg,0,23,LA VENTANA,BAJA CALIFORNIA SUR
playa_83.jpg,0,24,LORETO,BAJA CALIFORNIA SUR
playa_84.jpg,0,24,LORETO,BAJA CALIFORNIA SUR
playa_85.jpg,0,24,LORETO,BAJA CALIFORNIA SUR
playa_86.jpeg,0,25,LOS BARRILES,BAJA CALIFORNIA SUR
playa_87.jpg,0,25,LOS BARRILES,BAJA CALIFORNIA SUR
playa_88.jpeg,0,25,LOS BARRILES,BAJA CALIFORNIA SUR
playa_89.jpg,0,26,LOS CABOS,BAJA CALIFORNIA SUR
playa_90.jpg,0,26,LOS CABOS,BAJA CALIFORNIA SUR
playa_91.jpg,0,26,LOS CABOS,BAJA CALIFORNIA SUR
playa_92.jpg,0,27,MALECON ALVARO OBREGON,BAJA CALIFORNIA SUR
playa_93.jpg,0,27,MALECON ALVARO OBREGON,BAJA CALIFORNIA SUR
playa_94.jpg,0,27,MALECON ALVARO OBREGON,BAJA CALIFORNIA SUR
playa_95.jpg,0,28,NOPOLO,BAJA CALIFORNIA SUR
playa_96.jpg,0,28,NOPOLO,BAJA CALIFORNIA SUR
playa_97.jpg,0,28,NOPOLO,BAJA CALIFORNIA SUR
playa_98.jpg,0,29,PICHILINGUE,BAJA CALIFORNIA SUR
playa_99.jpg,0,29,PICHILINGUE,BAJA CALIFORNIA SUR
playa_100.jpg,0,29,PICHILINGUE,BAJA CALIFORNIA SUR
playa_101.jpg,0,30,PLAYA DEL AMOR,BAJA CALIFORNIA SUR
playa_102.jpg,0,30,PLAYA DEL AMOR,BAJA CALIFORNIA SUR
playa_103.jpg,0,30,PLAYA DEL AMOR,BAJA CALIFORNIA SUR
playa_104.jpg,0,31,PLAYA DEL CAIMANCITO,BAJA CALIFORNIA SUR
playa_105.jpg,0,31,PLAYA DEL CAIMANCITO,BAJA CALIFORNIA SUR
playa_106.jpg,0,31,PLAYA DEL CAIMANCITO,BAJA CALIFORNIA SUR
playa_107.jpg,0,32,PLAYA ADOLFO LOPEZ MATEOS,BAJA CALIFORNIA SUR
playa_108.jpg,0,32,PLAYA ADOLFO LOPEZ MATEOS,BAJA CALIFORNIA SUR
playa_109.jpeg,0,32,PLAYA ADOLFO LOPEZ MATEOS,BAJA CALIFORNIA SUR
playa_110.jpeg,0,32,PLAYA ADOLFO LOPEZ MATEOS,BAJA CALIFORNIA SUR
playa_111.jpg,0,32,PLAYA ADOLFO LOPEZ MATEOS,BAJA CALIFORNIA SUR
playa_112.jpg,0,33,PUERTO BALANDRA,BAJA CALIFORNIA SUR
playa_113.jpg,0,33,PUERTO BALANDRA,BAJA CALIFORNIA SUR
playa_114.jpg,0,34,PUERTO BALANDRA,BAJA CALIFORNIA SUR
playa_115.jpg,0,35,PUERTO SAN CARLOS,BAJA CALIFORNIA SUR
playa_116.jpg,0,35,PUERTO SAN CARLOS,BAJA CALIFORNIA SUR
playa_117.jpg,0,35,PUERTO SAN CARLOS,BAJA CALIFORNIA SUR
playa_118.jpg,0,36,PUNTA CHIVATO,BAJA CALIFORNIA SUR
playa_119.jpg,0,36,PUNTA CHIVATO,BAJA CALIFORNIA SUR
playa_120.jpg,0,36,PUNTA CHIVATO,BAJA CALIFORNIA SUR
playa_121.jpg,0,37,SAN JOSE DEL CABO,BAJA CALIFORNIA SUR
playa_122.jpg,0,37,SAN JOSE DEL CABO,BAJA CALIFORNIA SUR
playa_123.jpg,0,37,SAN JOSE DEL CABO,BAJA CALIFORNIA SUR
playa_124.jpg,0,37,SAN JOSE DEL CABO,BAJA CALIFORNIA SUR
playa_125.jpg,0,37,SAN JOSE DEL CABO,BAJA CALIFORNIA SUR
playa_126.jpg,0,38,BAHAMITAS,CAMPECHE
playa_127.jpg,0,38,BAHAMITAS,CAMPECHE
playa_128.jpg,0,38,BAHAMITAS,CAMPECHE
playa_129.jpg,0,39,BONITA,CAMPECHE
playa_130.jpg,0,39,BONITA,CAMPECHE
playa_131.jpg,0,39,BONITA,CAMPECHE
playa_132.jpg,0,40,CARACOL,CAMPECHE
playa_133.jpg,0,40,CARACOL,CAMPECHE
playa_134.jpg,0,40,CARACOL,CAMPECHE
playa_135.jpg,0,41,ISLA AGUADA,CAMPECHE
playa_136.jpg,0,41,ISLA AGUADA,CAMPECHE
playa_137.jpg,0,41,ISLA AGUADA,CAMPECHE
playa_138.jpg,0,41,ISLA AGUADA,CAMPECHE
playa_139.jpg,0,41,ISLA AGUADA,CAMPECHE
playa_140.jpg,0,42,ISLA ARENA,CAMPECHE
playa_141.jpg,0,42,ISLA ARENA,CAMPECHE
playa_142.jpg,0,42,ISLA ARENA,CAMPECHE
playa_143.jpg,0,43,ISLA DEL CARMEN,CAMPECHE
playa_144.jpg,0,43,ISLA DEL CARMEN,CAMPECHE
playa_145.jpg,0,43,ISLA DEL CARMEN,CAMPECHE
playa_146.jpg,0,44,LERMA,CAMPECHE
playa_147.jpg,0,44,LERMA,CAMPECHE
playa_148.jpg,0,44,LERMA,CAMPECHE
playa_149.jpg,0,45,MALECON DE LA PUNTILLA,CAMPECHE
playa_150.jpg,0,45,MALECON DE LA PUNTILLA,CAMPECHE
playa_151.jpg,0,45,MALECON DE LA PUNTILLA,CAMPECHE
